"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing
	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	6888	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	0	9278	Unreliable
	"Wade Hampton Census Area, AK"	"02270"	Suppressed	8202	Suppressed
	"Wrangell City and Borough, AK"	"02275"	0	2521	Unreliable
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing
	"Yakutat Borough, AK"	"02282"	0	605	Unreliable
	"Yukon-Koyukuk Census Area, AK"	"02290"	0	5365	Unreliable
	"Apache County, AZ"	"04001"	Suppressed	71606	Suppressed
	"Cochise County, AZ"	"04003"	Suppressed	124756	Suppressed
	"Coconino County, AZ"	"04005"	Suppressed	140776	Suppressed
	"Gila County, AZ"	"04007"	Suppressed	53501	Suppressed
	"Graham County, AZ"	"04009"	Suppressed	37466	Suppressed
	"Greenlee County, AZ"	"04011"	0	9455	Unreliable
	"La Paz County, AZ"	"04012"	Suppressed	20601	Suppressed
	"Maricopa County, AZ"	"04013"	195	4307033	4.5
	"Mohave County, AZ"	"04015"	Suppressed	207200	Suppressed
	"Navajo County, AZ"	"04017"	Suppressed	108956	Suppressed
	"Pima County, AZ"	"04019"	46	1022769	4.5
	"Pinal County, AZ"	"04021"	22	430237	5.1
	"Santa Cruz County, AZ"	"04023"	0	46212	Unreliable
	"Yavapai County, AZ"	"04025"	Suppressed	228168	Suppressed
	"Yuma County, AZ"	"04027"	Suppressed	207534	Suppressed
	"Arkansas County, AR"	"05001"	Suppressed	17967	Suppressed
	"Ashley County, AR"	"05003"	Suppressed	20283	Suppressed
	"Baxter County, AR"	"05005"	Suppressed	41355	Suppressed
	"Benton County, AR"	"05007"	Suppressed	266300	Suppressed
	"Boone County, AR"	"05009"	Suppressed	37381	Suppressed
	"Bradley County, AR"	"05011"	Suppressed	10864	Suppressed
	"Calhoun County, AR"	"05013"	0	5247	Unreliable
	"Carroll County, AR"	"05015"	0	27944	Unreliable
	"Chicot County, AR"	"05017"	0	10636	Unreliable
	"Clark County, AR"	"05019"	0	22293	Unreliable
	"Clay County, AR"	"05021"	0	14920	Unreliable
	"Cleburne County, AR"	"05023"	Suppressed	25048	Suppressed
	"Cleveland County, AR"	"05025"	0	8202	Unreliable
	"Columbia County, AR"	"05027"	Suppressed	23627	Suppressed
	"Conway County, AR"	"05029"	Suppressed	20916	Suppressed
	"Craighead County, AR"	"05031"	Suppressed	107115	Suppressed
	"Crawford County, AR"	"05033"	Suppressed	62996	Suppressed
	"Crittenden County, AR"	"05035"	Suppressed	48750	Suppressed
	"Cross County, AR"	"05037"	0	16863	Unreliable
	"Dallas County, AR"	"05039"	Suppressed	7393	Suppressed
	"Desha County, AR"	"05041"	Suppressed	11764	Suppressed
	"Drew County, AR"	"05043"	Suppressed	18547	Suppressed
	"Faulkner County, AR"	"05045"	Suppressed	123654	Suppressed
	"Franklin County, AR"	"05047"	0	17890	Unreliable
	"Fulton County, AR"	"05049"	0	12055	Unreliable
	"Garland County, AR"	"05051"	Suppressed	98658	Suppressed
	"Grant County, AR"	"05053"	Suppressed	18165	Suppressed
	"Greene County, AR"	"05055"	Suppressed	45053	Suppressed
	"Hempstead County, AR"	"05057"	Suppressed	21861	Suppressed
	"Hot Spring County, AR"	"05059"	Suppressed	33574	Suppressed
	"Howard County, AR"	"05061"	Suppressed	13478	Suppressed
	"Independence County, AR"	"05063"	Suppressed	37504	Suppressed
	"Izard County, AR"	"05065"	0	13686	Unreliable
	"Jackson County, AR"	"05067"	Suppressed	17135	Suppressed
	"Jefferson County, AR"	"05069"	26	69115	37.6
	"Johnson County, AR"	"05071"	Suppressed	26552	Suppressed
	"Lafayette County, AR"	"05073"	0	6862	Unreliable
	"Lawrence County, AR"	"05075"	Suppressed	16525	Suppressed
	"Lee County, AR"	"05077"	Suppressed	9176	Suppressed
	"Lincoln County, AR"	"05079"	Suppressed	13646	Suppressed
	"Little River County, AR"	"05081"	Suppressed	12359	Suppressed
	"Logan County, AR"	"05083"	0	21722	Unreliable
	"Lonoke County, AR"	"05085"	Suppressed	72898	Suppressed
	"Madison County, AR"	"05087"	Suppressed	16339	Suppressed
	"Marion County, AR"	"05089"	0	16428	Unreliable
	"Miller County, AR"	"05091"	Suppressed	43984	Suppressed
	"Mississippi County, AR"	"05093"	Suppressed	42159	Suppressed
	"Monroe County, AR"	"05095"	Suppressed	7085	Suppressed
	"Montgomery County, AR"	"05097"	0	8919	Unreliable
	"Nevada County, AR"	"05099"	Suppressed	8327	Suppressed
	"Newton County, AR"	"05101"	Suppressed	7828	Suppressed
	"Ouachita County, AR"	"05103"	0	23868	Unreliable
	"Perry County, AR"	"05105"	0	10348	Unreliable
	"Phillips County, AR"	"05107"	Suppressed	18572	Suppressed
	"Pike County, AR"	"05109"	0	10726	Unreliable
	"Poinsett County, AR"	"05111"	0	24154	Unreliable
	"Polk County, AR"	"05113"	0	20118	Unreliable
	"Pope County, AR"	"05115"	Suppressed	63835	Suppressed
	"Prairie County, AR"	"05117"	0	8248	Unreliable
	"Pulaski County, AR"	"05119"	51	393956	12.9
	"Randolph County, AR"	"05121"	0	17557	Unreliable
	"St. Francis County, AR"	"05123"	Suppressed	25930	Suppressed
	"Saline County, AR"	"05125"	Suppressed	119323	Suppressed
	"Scott County, AR"	"05127"	0	10445	Unreliable
	"Searcy County, AR"	"05129"	0	7938	Unreliable
	"Sebastian County, AR"	"05131"	Suppressed	128107	Suppressed
	"Sevier County, AR"	"05133"	Suppressed	17115	Suppressed
	"Sharp County, AR"	"05135"	Suppressed	17393	Suppressed
	"Stone County, AR"	"05137"	0	12537	Unreliable
	"Union County, AR"	"05139"	Suppressed	39449	Suppressed
	"Van Buren County, AR"	"05141"	0	16506	Unreliable
	"Washington County, AR"	"05143"	0	231996	Unreliable
	"White County, AR"	"05145"	Suppressed	79016	Suppressed
	"Woodruff County, AR"	"05147"	Suppressed	6571	Suppressed
	"Yell County, AR"	"05149"	Suppressed	21523	Suppressed
	"Alameda County, CA"	"06001"	70	1663190	4.2
	"Alpine County, CA"	"06003"	Suppressed	1120	Suppressed
	"Amador County, CA"	"06005"	0	38626	Unreliable
	"Butte County, CA"	"06007"	Suppressed	229294	Suppressed
	"Calaveras County, CA"	"06009"	Suppressed	45670	Suppressed
	"Colusa County, CA"	"06011"	0	21805	Unreliable
	"Contra Costa County, CA"	"06013"	50	1147439	4.4
	"Del Norte County, CA"	"06015"	Suppressed	27470	Suppressed
	"El Dorado County, CA"	"06017"	Suppressed	188987	Suppressed
	"Fresno County, CA"	"06019"	64	989255	6.5
	"Glenn County, CA"	"06021"	Suppressed	28094	Suppressed
	"Humboldt County, CA"	"06023"	Suppressed	136754	Suppressed
	"Imperial County, CA"	"06025"	Suppressed	182830	Suppressed
	"Inyo County, CA"	"06027"	0	18026	Unreliable
	"Kern County, CA"	"06029"	74	893119	8.3
	"Kings County, CA"	"06031"	Suppressed	150101	Suppressed
	"Lake County, CA"	"06033"	Suppressed	64246	Suppressed
	"Lassen County, CA"	"06035"	Suppressed	31163	Suppressed
	"Los Angeles County, CA"	"06037"	466	10163507	4.6
	"Madera County, CA"	"06039"	Suppressed	156890	Suppressed
	"Marin County, CA"	"06041"	Suppressed	260955	Suppressed
	"Mariposa County, CA"	"06043"	0	17569	Unreliable
	"Mendocino County, CA"	"06045"	Suppressed	88018	Suppressed
	"Merced County, CA"	"06047"	11	272673	Unreliable
	"Modoc County, CA"	"06049"	0	8859	Unreliable
	"Mono County, CA"	"06051"	0	14168	Unreliable
	"Monterey County, CA"	"06053"	36	437907	8.2
	"Napa County, CA"	"06055"	0	140973	Unreliable
	"Nevada County, CA"	"06057"	Suppressed	99814	Suppressed
	"Orange County, CA"	"06059"	49	3190400	1.5
	"Placer County, CA"	"06061"	Suppressed	386166	Suppressed
	"Plumas County, CA"	"06063"	0	18742	Unreliable
	"Riverside County, CA"	"06065"	73	2423266	3.0
	"Sacramento County, CA"	"06067"	61	1530615	4.0
	"San Benito County, CA"	"06069"	Suppressed	60310	Suppressed
	"San Bernardino County, CA"	"06071"	108	2157404	5.0
	"San Diego County, CA"	"06073"	45	3337685	1.3
	"San Francisco County, CA"	"06075"	33	884363	3.7
	"San Joaquin County, CA"	"06077"	55	745424	7.4
	"San Luis Obispo County, CA"	"06079"	Suppressed	283405	Suppressed
	"San Mateo County, CA"	"06081"	Suppressed	771410	Suppressed
	"Santa Barbara County, CA"	"06083"	10	448150	Unreliable
	"Santa Clara County, CA"	"06085"	26	1938153	1.3
	"Santa Cruz County, CA"	"06087"	Suppressed	275897	Suppressed
	"Shasta County, CA"	"06089"	Suppressed	179921	Suppressed
	"Sierra County, CA"	"06091"	0	2999	Unreliable
	"Siskiyou County, CA"	"06093"	Suppressed	43853	Suppressed
	"Solano County, CA"	"06095"	36	445458	8.1
	"Sonoma County, CA"	"06097"	Suppressed	504217	Suppressed
	"Stanislaus County, CA"	"06099"	16	547899	Unreliable
	"Sutter County, CA"	"06101"	Suppressed	96648	Suppressed
	"Tehama County, CA"	"06103"	Suppressed	63926	Suppressed
	"Trinity County, CA"	"06105"	Suppressed	12709	Suppressed
	"Tulare County, CA"	"06107"	26	464493	5.6
	"Tuolumne County, CA"	"06109"	Suppressed	54248	Suppressed
	"Ventura County, CA"	"06111"	18	854223	Unreliable
	"Yolo County, CA"	"06113"	Suppressed	219116	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	77031	Suppressed
	"Adams County, CO"	"08001"	17	503167	Unreliable
	"Alamosa County, CO"	"08003"	0	16551	Unreliable
	"Arapahoe County, CO"	"08005"	17	643052	Unreliable
	"Archuleta County, CO"	"08007"	Suppressed	13315	Suppressed
	"Baca County, CO"	"08009"	0	3562	Unreliable
	"Bent County, CO"	"08011"	0	5938	Unreliable
	"Boulder County, CO"	"08013"	Suppressed	322514	Suppressed
	"Broomfield County, CO"	"08014"	Suppressed	68341	Suppressed
	"Chaffee County, CO"	"08015"	0	19638	Unreliable
	"Cheyenne County, CO"	"08017"	0	1845	Unreliable
	"Clear Creek County, CO"	"08019"	0	9574	Unreliable
	"Conejos County, CO"	"08021"	Suppressed	8184	Suppressed
	"Costilla County, CO"	"08023"	0	3776	Unreliable
	"Crowley County, CO"	"08025"	0	5810	Unreliable
	"Custer County, CO"	"08027"	0	4874	Unreliable
	"Delta County, CO"	"08029"	0	30568	Unreliable
	"Denver County, CO"	"08031"	35	704621	5.0
	"Dolores County, CO"	"08033"	0	2067	Unreliable
	"Douglas County, CO"	"08035"	Suppressed	335299	Suppressed
	"Eagle County, CO"	"08037"	0	54772	Unreliable
	"Elbert County, CO"	"08039"	0	25642	Unreliable
	"El Paso County, CO"	"08041"	31	699232	4.4
	"Fremont County, CO"	"08043"	Suppressed	47559	Suppressed
	"Garfield County, CO"	"08045"	Suppressed	59118	Suppressed
	"Gilpin County, CO"	"08047"	0	6013	Unreliable
	"Grand County, CO"	"08049"	0	15321	Unreliable
	"Gunnison County, CO"	"08051"	Suppressed	16939	Suppressed
	"Hinsdale County, CO"	"08053"	0	794	Unreliable
	"Huerfano County, CO"	"08055"	Suppressed	6662	Suppressed
	"Jackson County, CO"	"08057"	0	1385	Unreliable
	"Jefferson County, CO"	"08059"	10	574613	Unreliable
	"Kiowa County, CO"	"08061"	0	1376	Unreliable
	"Kit Carson County, CO"	"08063"	0	7158	Unreliable
	"Lake County, CO"	"08065"	0	7778	Unreliable
	"La Plata County, CO"	"08067"	Suppressed	55589	Suppressed
	"Larimer County, CO"	"08069"	Suppressed	343976	Suppressed
	"Las Animas County, CO"	"08071"	Suppressed	14238	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	5546	Suppressed
	"Logan County, CO"	"08075"	0	21896	Unreliable
	"Mesa County, CO"	"08077"	Suppressed	151616	Suppressed
	"Mineral County, CO"	"08079"	0	766	Unreliable
	"Moffat County, CO"	"08081"	0	13131	Unreliable
	"Montezuma County, CO"	"08083"	0	26140	Unreliable
	"Montrose County, CO"	"08085"	Suppressed	41784	Suppressed
	"Morgan County, CO"	"08087"	0	28192	Unreliable
	"Otero County, CO"	"08089"	0	18326	Unreliable
	"Ouray County, CO"	"08091"	0	4794	Unreliable
	"Park County, CO"	"08093"	0	17905	Unreliable
	"Phillips County, CO"	"08095"	Suppressed	4292	Suppressed
	"Pitkin County, CO"	"08097"	0	17890	Unreliable
	"Prowers County, CO"	"08099"	0	12070	Unreliable
	"Pueblo County, CO"	"08101"	Suppressed	166475	Suppressed
	"Rio Blanco County, CO"	"08103"	0	6420	Unreliable
	"Rio Grande County, CO"	"08105"	Suppressed	11301	Suppressed
	"Routt County, CO"	"08107"	Suppressed	25220	Suppressed
	"Saguache County, CO"	"08109"	0	6626	Unreliable
	"San Juan County, CO"	"08111"	0	715	Unreliable
	"San Miguel County, CO"	"08113"	0	7967	Unreliable
	"Sedgwick County, CO"	"08115"	0	2344	Unreliable
	"Summit County, CO"	"08117"	0	30585	Unreliable
	"Teller County, CO"	"08119"	Suppressed	24646	Suppressed
	"Washington County, CO"	"08121"	Suppressed	4938	Suppressed
	"Weld County, CO"	"08123"	Suppressed	304633	Suppressed
	"Yuma County, CO"	"08125"	0	10075	Unreliable
	"Fairfield County, CT"	"09001"	18	949921	Unreliable
	"Hartford County, CT"	"09003"	30	895388	3.4
	"Litchfield County, CT"	"09005"	Suppressed	182177	Suppressed
	"Middlesex County, CT"	"09007"	0	163410	Unreliable
	"New Haven County, CT"	"09009"	21	860435	2.4
	"New London County, CT"	"09011"	Suppressed	269033	Suppressed
	"Tolland County, CT"	"09013"	0	151461	Unreliable
	"Windham County, CT"	"09015"	0	116359	Unreliable
	"Kent County, DE"	"10001"	Suppressed	176824	Suppressed
	"New Castle County, DE"	"10003"	44	559793	7.9
	"Sussex County, DE"	"10005"	Suppressed	225322	Suppressed
	"District of Columbia, DC"	"11001"	90	693972	13.0
	"Alachua County, FL"	"12001"	Suppressed	266944	Suppressed
	"Baker County, FL"	"12003"	Suppressed	28283	Suppressed
	"Bay County, FL"	"12005"	Suppressed	183563	Suppressed
	"Bradford County, FL"	"12007"	0	27038	Unreliable
	"Brevard County, FL"	"12009"	18	589162	Unreliable
	"Broward County, FL"	"12011"	77	1935878	4.0
	"Calhoun County, FL"	"12013"	0	14483	Unreliable
	"Charlotte County, FL"	"12015"	Suppressed	182033	Suppressed
	"Citrus County, FL"	"12017"	Suppressed	145647	Suppressed
	"Clay County, FL"	"12019"	Suppressed	212230	Suppressed
	"Collier County, FL"	"12021"	Suppressed	372880	Suppressed
	"Columbia County, FL"	"12023"	Suppressed	69612	Suppressed
	"DeSoto County, FL"	"12027"	Suppressed	36862	Suppressed
	"Dixie County, FL"	"12029"	0	16673	Unreliable
	"Duval County, FL"	"12031"	112	937934	11.9
	"Escambia County, FL"	"12033"	21	313512	6.7
	"Flagler County, FL"	"12035"	Suppressed	110510	Suppressed
	"Franklin County, FL"	"12037"	0	11727	Unreliable
	"Gadsden County, FL"	"12039"	Suppressed	46071	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	17743	Suppressed
	"Glades County, FL"	"12043"	Suppressed	13754	Suppressed
	"Gulf County, FL"	"12045"	0	16160	Unreliable
	"Hamilton County, FL"	"12047"	Suppressed	14184	Suppressed
	"Hardee County, FL"	"12049"	0	27411	Unreliable
	"Hendry County, FL"	"12051"	Suppressed	40347	Suppressed
	"Hernando County, FL"	"12053"	Suppressed	186553	Suppressed
	"Highlands County, FL"	"12055"	Suppressed	102883	Suppressed
	"Hillsborough County, FL"	"12057"	58	1408566	4.1
	"Holmes County, FL"	"12059"	0	19558	Unreliable
	"Indian River County, FL"	"12061"	Suppressed	154383	Suppressed
	"Jackson County, FL"	"12063"	Suppressed	48330	Suppressed
	"Jefferson County, FL"	"12065"	0	14144	Unreliable
	"Lafayette County, FL"	"12067"	0	8451	Unreliable
	"Lake County, FL"	"12069"	14	346017	Unreliable
	"Lee County, FL"	"12071"	30	739224	4.1
	"Leon County, FL"	"12073"	14	290292	Unreliable
	"Levy County, FL"	"12075"	Suppressed	40355	Suppressed
	"Liberty County, FL"	"12077"	0	8242	Unreliable
	"Madison County, FL"	"12079"	Suppressed	18449	Suppressed
	"Manatee County, FL"	"12081"	14	385571	Unreliable
	"Marion County, FL"	"12083"	18	354353	Unreliable
	"Martin County, FL"	"12085"	Suppressed	159923	Suppressed
	"Miami-Dade County, FL"	"12086"	171	2751796	6.2
	"Monroe County, FL"	"12087"	Suppressed	77013	Suppressed
	"Nassau County, FL"	"12089"	Suppressed	82721	Suppressed
	"Okaloosa County, FL"	"12091"	Suppressed	202970	Suppressed
	"Okeechobee County, FL"	"12093"	0	41605	Unreliable
	"Orange County, FL"	"12095"	73	1348975	5.4
	"Osceola County, FL"	"12097"	11	352180	Unreliable
	"Palm Beach County, FL"	"12099"	86	1471150	5.8
	"Pasco County, FL"	"12101"	11	525643	Unreliable
	"Pinellas County, FL"	"12103"	31	970637	3.2
	"Polk County, FL"	"12105"	13	686483	Unreliable
	"Putnam County, FL"	"12107"	Suppressed	73464	Suppressed
	"St. Johns County, FL"	"12109"	Suppressed	243812	Suppressed
	"St. Lucie County, FL"	"12111"	10	313506	Unreliable
	"Santa Rosa County, FL"	"12113"	Suppressed	174272	Suppressed
	"Sarasota County, FL"	"12115"	12	419119	Unreliable
	"Seminole County, FL"	"12117"	14	462659	Unreliable
	"Sumter County, FL"	"12119"	Suppressed	125165	Suppressed
	"Suwannee County, FL"	"12121"	0	44190	Unreliable
	"Taylor County, FL"	"12123"	Suppressed	21833	Suppressed
	"Union County, FL"	"12125"	Suppressed	15517	Suppressed
	"Volusia County, FL"	"12127"	19	538692	Unreliable
	"Wakulla County, FL"	"12129"	0	32120	Unreliable
	"Walton County, FL"	"12131"	0	68376	Unreliable
	"Washington County, FL"	"12133"	Suppressed	24567	Suppressed
	"Appling County, GA"	"13001"	Suppressed	18521	Suppressed
	"Atkinson County, GA"	"13003"	Suppressed	8342	Suppressed
	"Bacon County, GA"	"13005"	Suppressed	11319	Suppressed
	"Baker County, GA"	"13007"	Suppressed	3200	Suppressed
	"Baldwin County, GA"	"13009"	Suppressed	44906	Suppressed
	"Banks County, GA"	"13011"	0	18634	Unreliable
	"Barrow County, GA"	"13013"	Suppressed	79061	Suppressed
	"Bartow County, GA"	"13015"	Suppressed	105054	Suppressed
	"Ben Hill County, GA"	"13017"	Suppressed	16996	Suppressed
	"Berrien County, GA"	"13019"	0	19186	Unreliable
	"Bibb County, GA"	"13021"	23	152862	15.0
	"Bleckley County, GA"	"13023"	Suppressed	12830	Suppressed
	"Brantley County, GA"	"13025"	0	18731	Unreliable
	"Brooks County, GA"	"13027"	0	15587	Unreliable
	"Bryan County, GA"	"13029"	0	37060	Unreliable
	"Bulloch County, GA"	"13031"	0	76149	Unreliable
	"Burke County, GA"	"13033"	Suppressed	22522	Suppressed
	"Butts County, GA"	"13035"	Suppressed	24059	Suppressed
	"Calhoun County, GA"	"13037"	Suppressed	6455	Suppressed
	"Camden County, GA"	"13039"	0	53044	Unreliable
	"Candler County, GA"	"13043"	Suppressed	10797	Suppressed
	"Carroll County, GA"	"13045"	Suppressed	117812	Suppressed
	"Catoosa County, GA"	"13047"	0	66550	Unreliable
	"Charlton County, GA"	"13049"	0	12715	Unreliable
	"Chatham County, GA"	"13051"	34	290501	11.7
	"Chattahoochee County, GA"	"13053"	0	10343	Unreliable
	"Chattooga County, GA"	"13055"	Suppressed	24770	Suppressed
	"Cherokee County, GA"	"13057"	Suppressed	247573	Suppressed
	"Clarke County, GA"	"13059"	Suppressed	127064	Suppressed
	"Clay County, GA"	"13061"	Suppressed	2962	Suppressed
	"Clayton County, GA"	"13063"	35	285153	12.3
	"Clinch County, GA"	"13065"	0	6727	Unreliable
	"Cobb County, GA"	"13067"	28	755754	3.7
	"Coffee County, GA"	"13069"	Suppressed	43014	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	45835	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	151579	Suppressed
	"Cook County, GA"	"13075"	Suppressed	17277	Suppressed
	"Coweta County, GA"	"13077"	Suppressed	143114	Suppressed
	"Crawford County, GA"	"13079"	Suppressed	12295	Suppressed
	"Crisp County, GA"	"13081"	Suppressed	22736	Suppressed
	"Dade County, GA"	"13083"	0	16285	Unreliable
	"Dawson County, GA"	"13085"	0	24379	Unreliable
	"Decatur County, GA"	"13087"	Suppressed	26716	Suppressed
	"DeKalb County, GA"	"13089"	87	753253	11.5
	"Dodge County, GA"	"13091"	0	20730	Unreliable
	"Dooly County, GA"	"13093"	Suppressed	13737	Suppressed
	"Dougherty County, GA"	"13095"	16	89502	Unreliable
	"Douglas County, GA"	"13097"	Suppressed	143882	Suppressed
	"Early County, GA"	"13099"	0	10296	Unreliable
	"Echols County, GA"	"13101"	0	3936	Unreliable
	"Effingham County, GA"	"13103"	Suppressed	59982	Suppressed
	"Elbert County, GA"	"13105"	0	19109	Unreliable
	"Emanuel County, GA"	"13107"	Suppressed	22530	Suppressed
	"Evans County, GA"	"13109"	Suppressed	10775	Suppressed
	"Fannin County, GA"	"13111"	Suppressed	25322	Suppressed
	"Fayette County, GA"	"13113"	Suppressed	112549	Suppressed
	"Floyd County, GA"	"13115"	Suppressed	97613	Suppressed
	"Forsyth County, GA"	"13117"	Suppressed	227967	Suppressed
	"Franklin County, GA"	"13119"	Suppressed	22820	Suppressed
	"Fulton County, GA"	"13121"	101	1041423	9.7
	"Gilmer County, GA"	"13123"	Suppressed	30674	Suppressed
	"Glascock County, GA"	"13125"	0	3062	Unreliable
	"Glynn County, GA"	"13127"	12	85282	Unreliable
	"Gordon County, GA"	"13129"	0	57089	Unreliable
	"Grady County, GA"	"13131"	Suppressed	24819	Suppressed
	"Greene County, GA"	"13133"	0	17281	Unreliable
	"Gwinnett County, GA"	"13135"	31	920260	3.4
