"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Medium Metro"	"3"	"Schoharie County, NY"	"36095"	0	31132	Unreliable
	"Medium Metro"	"3"	"Alexander County, NC"	"37003"	Suppressed	37441	Suppressed
	"Medium Metro"	"3"	"Brunswick County, NC"	"37019"	Suppressed	149039	Suppressed
	"Medium Metro"	"3"	"Buncombe County, NC"	"37021"	11	263477	Unreliable
	"Medium Metro"	"3"	"Burke County, NC"	"37023"	Suppressed	90418	Suppressed
	"Medium Metro"	"3"	"Caldwell County, NC"	"37027"	Suppressed	82100	Suppressed
	"Medium Metro"	"3"	"Catawba County, NC"	"37035"	Suppressed	160307	Suppressed
	"Medium Metro"	"3"	"Chatham County, NC"	"37037"	Suppressed	75748	Suppressed
	"Medium Metro"	"3"	"Cumberland County, NC"	"37051"	39	336364	11.6
	"Medium Metro"	"3"	"Davidson County, NC"	"37057"	Suppressed	169234	Suppressed
	"Medium Metro"	"3"	"Davie County, NC"	"37059"	0	43286	Unreliable
	"Medium Metro"	"3"	"Durham County, NC"	"37063"	34	327306	10.4
	"Medium Metro"	"3"	"Forsyth County, NC"	"37067"	25	383843	6.5
	"Medium Metro"	"3"	"Guilford County, NC"	"37081"	66	540521	12.2
	"Medium Metro"	"3"	"Haywood County, NC"	"37087"	Suppressed	62972	Suppressed
	"Medium Metro"	"3"	"Henderson County, NC"	"37089"	Suppressed	118445	Suppressed
	"Medium Metro"	"3"	"Hoke County, NC"	"37093"	10	55830	Unreliable
	"Medium Metro"	"3"	"Madison County, NC"	"37115"	0	21740	Unreliable
	"Medium Metro"	"3"	"New Hanover County, NC"	"37129"	17	236613	Unreliable
	"Medium Metro"	"3"	"Orange County, NC"	"37135"	Suppressed	149077	Suppressed
	"Medium Metro"	"3"	"Pender County, NC"	"37141"	Suppressed	64671	Suppressed
	"Medium Metro"	"3"	"Person County, NC"	"37145"	Suppressed	39925	Suppressed
	"Medium Metro"	"3"	"Randolph County, NC"	"37151"	Suppressed	144557	Suppressed
	"Medium Metro"	"3"	"Rockingham County, NC"	"37157"	Suppressed	91285	Suppressed
	"Medium Metro"	"3"	"Stokes County, NC"	"37169"	Suppressed	45743	Suppressed
	"Medium Metro"	"3"	"Yadkin County, NC"	"37197"	Suppressed	37625	Suppressed
	"Medium Metro"	"3"	"Carroll County, OH"	"39019"	Suppressed	26897	Suppressed
	"Medium Metro"	"3"	"Fulton County, OH"	"39051"	0	41889	Unreliable
	"Medium Metro"	"3"	"Greene County, OH"	"39057"	Suppressed	170122	Suppressed
	"Medium Metro"	"3"	"Lawrence County, OH"	"39087"	Suppressed	59091	Suppressed
	"Medium Metro"	"3"	"Lucas County, OH"	"39095"	48	428294	11.2
	"Medium Metro"	"3"	"Mahoning County, OH"	"39099"	31	226075	13.7
	"Medium Metro"	"3"	"Miami County, OH"	"39109"	Suppressed	107516	Suppressed
	"Medium Metro"	"3"	"Montgomery County, OH"	"39113"	63	531610	11.9
	"Medium Metro"	"3"	"Portage County, OH"	"39133"	Suppressed	162583	Suppressed
	"Medium Metro"	"3"	"Stark County, OH"	"39151"	17	369772	Unreliable
	"Medium Metro"	"3"	"Summit County, OH"	"39153"	51	538866	9.5
	"Medium Metro"	"3"	"Trumbull County, OH"	"39155"	17	196800	Unreliable
	"Medium Metro"	"3"	"Wood County, OH"	"39173"	Suppressed	131113	Suppressed
	"Medium Metro"	"3"	"Creek County, OK"	"40037"	Suppressed	71485	Suppressed
	"Medium Metro"	"3"	"Le Flore County, OK"	"40079"	Suppressed	49935	Suppressed
	"Medium Metro"	"3"	"Okmulgee County, OK"	"40111"	Suppressed	38234	Suppressed
	"Medium Metro"	"3"	"Osage County, OK"	"40113"	Suppressed	46642	Suppressed
	"Medium Metro"	"3"	"Pawnee County, OK"	"40117"	Suppressed	16381	Suppressed
	"Medium Metro"	"3"	"Rogers County, OK"	"40131"	Suppressed	93155	Suppressed
	"Medium Metro"	"3"	"Sequoyah County, OK"	"40135"	Suppressed	41538	Suppressed
	"Medium Metro"	"3"	"Tulsa County, OK"	"40143"	52	657589	7.9
	"Medium Metro"	"3"	"Wagoner County, OK"	"40145"	Suppressed	82925	Suppressed
	"Medium Metro"	"3"	"Lane County, OR"	"41039"	Suppressed	382986	Suppressed
	"Medium Metro"	"3"	"Marion County, OR"	"41047"	10	349204	Unreliable
	"Medium Metro"	"3"	"Polk County, OR"	"41053"	0	87744	Unreliable
	"Medium Metro"	"3"	"Berks County, PA"	"42011"	Suppressed	421017	Suppressed
	"Medium Metro"	"3"	"Carbon County, PA"	"42025"	Suppressed	64081	Suppressed
	"Medium Metro"	"3"	"Cumberland County, PA"	"42041"	Suppressed	255857	Suppressed
	"Medium Metro"	"3"	"Dauphin County, PA"	"42043"	17	279874	Unreliable
	"Medium Metro"	"3"	"Erie County, PA"	"42049"	16	268426	Unreliable
	"Medium Metro"	"3"	"Lackawanna County, PA"	"42069"	Suppressed	208989	Suppressed
	"Medium Metro"	"3"	"Lancaster County, PA"	"42071"	Suppressed	546192	Suppressed
	"Medium Metro"	"3"	"Lehigh County, PA"	"42077"	Suppressed	370802	Suppressed
	"Medium Metro"	"3"	"Luzerne County, PA"	"42079"	Suppressed	316982	Suppressed
	"Medium Metro"	"3"	"Mercer County, PA"	"42085"	Suppressed	108545	Suppressed
	"Medium Metro"	"3"	"Northampton County, PA"	"42095"	Suppressed	305892	Suppressed
	"Medium Metro"	"3"	"Perry County, PA"	"42099"	0	46212	Unreliable
	"Medium Metro"	"3"	"Wyoming County, PA"	"42131"	0	26557	Unreliable
	"Medium Metro"	"3"	"York County, PA"	"42133"	16	450448	Unreliable
	"Medium Metro"	"3"	"Aiken County, SC"	"45003"	23	172895	13.3
	"Medium Metro"	"3"	"Anderson County, SC"	"45007"	20	204353	9.8
	"Medium Metro"	"3"	"Berkeley County, SC"	"45015"	23	235987	9.7
	"Medium Metro"	"3"	"Calhoun County, SC"	"45017"	Suppressed	14554	Suppressed
	"Medium Metro"	"3"	"Charleston County, SC"	"45019"	54	417981	12.9
	"Medium Metro"	"3"	"Dorchester County, SC"	"45035"	15	165737	Unreliable
	"Medium Metro"	"3"	"Edgefield County, SC"	"45037"	0	27120	Unreliable
	"Medium Metro"	"3"	"Fairfield County, SC"	"45039"	Suppressed	22059	Suppressed
	"Medium Metro"	"3"	"Greenville County, SC"	"45045"	40	532486	7.5
	"Medium Metro"	"3"	"Horry County, SC"	"45051"	31	365449	8.5
	"Medium Metro"	"3"	"Kershaw County, SC"	"45055"	Suppressed	67472	Suppressed
	"Medium Metro"	"3"	"Laurens County, SC"	"45059"	Suppressed	67883	Suppressed
	"Medium Metro"	"3"	"Lexington County, SC"	"45063"	11	303946	Unreliable
	"Medium Metro"	"3"	"Pickens County, SC"	"45077"	Suppressed	127983	Suppressed
	"Medium Metro"	"3"	"Richland County, SC"	"45079"	43	419051	10.3
	"Medium Metro"	"3"	"Saluda County, SC"	"45081"	Suppressed	20315	Suppressed
	"Medium Metro"	"3"	"Spartanburg County, SC"	"45083"	21	326205	6.4
	"Medium Metro"	"3"	"Union County, SC"	"45087"	Suppressed	26991	Suppressed
	"Medium Metro"	"3"	"Anderson County, TN"	"47001"	Suppressed	77558	Suppressed
	"Medium Metro"	"3"	"Blount County, TN"	"47009"	Suppressed	134751	Suppressed
	"Medium Metro"	"3"	"Campbell County, TN"	"47013"	Suppressed	39837	Suppressed
	"Medium Metro"	"3"	"Grainger County, TN"	"47057"	Suppressed	23565	Suppressed
	"Medium Metro"	"3"	"Hamilton County, TN"	"47065"	33	371662	8.9
	"Medium Metro"	"3"	"Hawkins County, TN"	"47073"	Suppressed	56775	Suppressed
	"Medium Metro"	"3"	"Knox County, TN"	"47093"	27	475609	5.7
	"Medium Metro"	"3"	"Loudon County, TN"	"47105"	Suppressed	54910	Suppressed
	"Medium Metro"	"3"	"Marion County, TN"	"47115"	Suppressed	28924	Suppressed
	"Medium Metro"	"3"	"Montgomery County, TN"	"47125"	22	214251	10.3
	"Medium Metro"	"3"	"Morgan County, TN"	"47129"	0	21431	Unreliable
	"Medium Metro"	"3"	"Roane County, TN"	"47145"	Suppressed	53841	Suppressed
	"Medium Metro"	"3"	"Sequatchie County, TN"	"47153"	0	15176	Unreliable
	"Medium Metro"	"3"	"Sullivan County, TN"	"47163"	Suppressed	158755	Suppressed
	"Medium Metro"	"3"	"Union County, TN"	"47173"	0	20187	Unreliable
	"Medium Metro"	"3"	"Aransas County, TX"	"48007"	Suppressed	23814	Suppressed
	"Medium Metro"	"3"	"Armstrong County, TX"	"48011"	0	1869	Unreliable
	"Medium Metro"	"3"	"Bell County, TX"	"48027"	37	369927	10.0
	"Medium Metro"	"3"	"Cameron County, TX"	"48061"	13	424180	Unreliable
	"Medium Metro"	"3"	"Carson County, TX"	"48065"	0	5854	Unreliable
	"Medium Metro"	"3"	"Coryell County, TX"	"48099"	Suppressed	76737	Suppressed
	"Medium Metro"	"3"	"Crosby County, TX"	"48107"	0	5567	Unreliable
	"Medium Metro"	"3"	"El Paso County, TX"	"48141"	18	841286	Unreliable
	"Medium Metro"	"3"	"Falls County, TX"	"48145"	Suppressed	17275	Suppressed
	"Medium Metro"	"3"	"Hardin County, TX"	"48199"	Suppressed	58305	Suppressed
	"Medium Metro"	"3"	"Hidalgo County, TX"	"48215"	23	875200	2.6
	"Medium Metro"	"3"	"Hudspeth County, TX"	"48229"	0	4906	Unreliable
	"Medium Metro"	"3"	"Jefferson County, TX"	"48245"	26	250127	10.4
	"Medium Metro"	"3"	"Lampasas County, TX"	"48281"	0	21789	Unreliable
	"Medium Metro"	"3"	"Lubbock County, TX"	"48303"	22	314772	7.0
	"Medium Metro"	"3"	"Lynn County, TX"	"48305"	0	6025	Unreliable
	"Medium Metro"	"3"	"McLennan County, TX"	"48309"	20	259730	7.7
	"Medium Metro"	"3"	"Newton County, TX"	"48351"	Suppressed	13414	Suppressed
	"Medium Metro"	"3"	"Nueces County, TX"	"48355"	31	363148	8.5
	"Medium Metro"	"3"	"Oldham County, TX"	"48359"	0	2135	Unreliable
	"Medium Metro"	"3"	"Orange County, TX"	"48361"	Suppressed	82878	Suppressed
	"Medium Metro"	"3"	"Potter County, TX"	"48375"	Suppressed	116004	Suppressed
	"Medium Metro"	"3"	"Randall County, TX"	"48381"	Suppressed	139899	Suppressed
	"Medium Metro"	"3"	"San Patricio County, TX"	"48409"	Suppressed	67069	Suppressed
	"Medium Metro"	"3"	"Webb County, TX"	"48479"	Suppressed	277681	Suppressed
	"Medium Metro"	"3"	"Box Elder County, UT"	"49003"	0	57007	Unreliable
	"Medium Metro"	"3"	"Davis County, UT"	"49011"	Suppressed	359232	Suppressed
	"Medium Metro"	"3"	"Juab County, UT"	"49023"	0	12122	Unreliable
	"Medium Metro"	"3"	"Morgan County, UT"	"49029"	0	12462	Unreliable
	"Medium Metro"	"3"	"Utah County, UT"	"49049"	Suppressed	651059	Suppressed
	"Medium Metro"	"3"	"Weber County, UT"	"49057"	Suppressed	262658	Suppressed
	"Medium Metro"	"3"	"Amherst County, VA"	"51009"	0	31667	Unreliable
	"Medium Metro"	"3"	"Appomattox County, VA"	"51011"	0	16043	Unreliable
	"Medium Metro"	"3"	"Bedford County, VA"	"51019"	Suppressed	79811	Suppressed
	"Medium Metro"	"3"	"Botetourt County, VA"	"51023"	0	33633	Unreliable
	"Medium Metro"	"3"	"Campbell County, VA"	"51031"	Suppressed	55304	Suppressed
	"Medium Metro"	"3"	"Craig County, VA"	"51045"	0	5077	Unreliable
	"Medium Metro"	"3"	"Franklin County, VA"	"51067"	Suppressed	56167	Suppressed
	"Medium Metro"	"3"	"Roanoke County, VA"	"51161"	Suppressed	94509	Suppressed
	"Medium Metro"	"3"	"Scott County, VA"	"51169"	Suppressed	21629	Suppressed
	"Medium Metro"	"3"	"Washington County, VA"	"51191"	Suppressed	53695	Suppressed
	"Medium Metro"	"3"	"Bedford city, VA"	"51515"	Missing	Missing	Missing
	"Medium Metro"	"3"	"Bristol city, VA"	"51520"	Suppressed	17329	Suppressed
	"Medium Metro"	"3"	"Lynchburg city, VA"	"51680"	Suppressed	81561	Suppressed
	"Medium Metro"	"3"	"Roanoke city, VA"	"51770"	15	99058	Unreliable
	"Medium Metro"	"3"	"Salem city, VA"	"51775"	0	25340	Unreliable
	"Medium Metro"	"3"	"Benton County, WA"	"53005"	Suppressed	206426	Suppressed
	"Medium Metro"	"3"	"Franklin County, WA"	"53021"	Suppressed	97075	Suppressed
	"Medium Metro"	"3"	"Kitsap County, WA"	"53035"	Suppressed	272787	Suppressed
	"Medium Metro"	"3"	"Pend Oreille County, WA"	"53051"	Suppressed	14144	Suppressed
	"Medium Metro"	"3"	"Spokane County, WA"	"53063"	Suppressed	528225	Suppressed
	"Medium Metro"	"3"	"Stevens County, WA"	"53065"	0	46360	Unreliable
	"Medium Metro"	"3"	"Thurston County, WA"	"53067"	Suppressed	294074	Suppressed
	"Medium Metro"	"3"	"Berkeley County, WV"	"54003"	0	122125	Unreliable
	"Medium Metro"	"3"	"Cabell County, WV"	"54011"	10	91589	Unreliable
	"Medium Metro"	"3"	"Lincoln County, WV"	"54043"	0	20043	Unreliable
	"Medium Metro"	"3"	"Putnam County, WV"	"54079"	Suppressed	56428	Suppressed
	"Medium Metro"	"3"	"Wayne County, WV"	"54099"	Suppressed	39054	Suppressed
	"Medium Metro"	"3"	"Brown County, WI"	"55009"	Suppressed	264610	Suppressed
	"Medium Metro"	"3"	"Columbia County, WI"	"55021"	0	57668	Unreliable
	"Medium Metro"	"3"	"Dane County, WI"	"55025"	Suppressed	552536	Suppressed
	"Medium Metro"	"3"	"Douglas County, WI"	"55031"	Suppressed	43702	Suppressed
	"Medium Metro"	"3"	"Green County, WI"	"55045"	0	36603	Unreliable
	"Medium Metro"	"3"	"Iowa County, WI"	"55049"	0	23640	Unreliable
	"Medium Metro"	"3"	"Kewaunee County, WI"	"55061"	Suppressed	20386	Suppressed
	"Medium Metro"	"3"	"Oconto County, WI"	"55083"	0	38383	Unreliable
"Total"	"Medium Metro"	"3"			3986	69257891	5.8
	"Small Metro"	"4"	"Baldwin County, AL"	"01003"	Suppressed	229287	Suppressed
	"Small Metro"	"4"	"Calhoun County, AL"	"01015"	Suppressed	113469	Suppressed
	"Small Metro"	"4"	"Colbert County, AL"	"01033"	Suppressed	55411	Suppressed
	"Small Metro"	"4"	"Etowah County, AL"	"01055"	Suppressed	102371	Suppressed
	"Small Metro"	"4"	"Geneva County, AL"	"01061"	Suppressed	26411	Suppressed
	"Small Metro"	"4"	"Hale County, AL"	"01065"	Suppressed	14670	Suppressed
	"Small Metro"	"4"	"Henry County, AL"	"01067"	Suppressed	17223	Suppressed
	"Small Metro"	"4"	"Houston County, AL"	"01069"	Suppressed	106580	Suppressed
	"Small Metro"	"4"	"Lauderdale County, AL"	"01077"	Suppressed	93368	Suppressed
	"Small Metro"	"4"	"Lawrence County, AL"	"01079"	Suppressed	32857	Suppressed
	"Small Metro"	"4"	"Lee County, AL"	"01081"	Suppressed	166831	Suppressed
	"Small Metro"	"4"	"Morgan County, AL"	"01103"	21	119883	17.5
	"Small Metro"	"4"	"Pickens County, AL"	"01107"	Suppressed	19793	Suppressed
	"Small Metro"	"4"	"Tuscaloosa County, AL"	"01125"	16	210758	Unreliable
	"Small Metro"	"4"	"Fairbanks North Star Borough, AK"	"02090"	0	95651	Unreliable
	"Small Metro"	"4"	"Cochise County, AZ"	"04003"	Suppressed	127450	Suppressed
	"Small Metro"	"4"	"Coconino County, AZ"	"04005"	Suppressed	142481	Suppressed
	"Small Metro"	"4"	"Mohave County, AZ"	"04015"	12	217206	Unreliable
	"Small Metro"	"4"	"Yavapai County, AZ"	"04025"	Suppressed	240226	Suppressed
	"Small Metro"	"4"	"Yuma County, AZ"	"04027"	Suppressed	217824	Suppressed
	"Small Metro"	"4"	"Cleveland County, AR"	"05025"	0	7957	Unreliable
	"Small Metro"	"4"	"Craighead County, AR"	"05031"	Suppressed	112245	Suppressed
	"Small Metro"	"4"	"Garland County, AR"	"05051"	17	99789	Unreliable
	"Small Metro"	"4"	"Jefferson County, AR"	"05069"	24	65377	36.7
	"Small Metro"	"4"	"Lincoln County, AR"	"05079"	0	12944	Unreliable
	"Small Metro"	"4"	"Little River County, AR"	"05081"	Suppressed	12180	Suppressed
	"Small Metro"	"4"	"Miller County, AR"	"05091"	Suppressed	43177	Suppressed
	"Small Metro"	"4"	"Poinsett County, AR"	"05111"	Suppressed	23283	Suppressed
	"Small Metro"	"4"	"Butte County, CA"	"06007"	Suppressed	212744	Suppressed
	"Small Metro"	"4"	"Imperial County, CA"	"06025"	Suppressed	180267	Suppressed
	"Small Metro"	"4"	"Kings County, CA"	"06031"	Suppressed	152692	Suppressed
	"Small Metro"	"4"	"Madera County, CA"	"06039"	12	157761	Unreliable
	"Small Metro"	"4"	"Napa County, CA"	"06055"	Suppressed	135965	Suppressed
	"Small Metro"	"4"	"Shasta County, CA"	"06089"	Suppressed	179027	Suppressed
	"Small Metro"	"4"	"Sutter County, CA"	"06101"	Suppressed	96385	Suppressed
	"Small Metro"	"4"	"Yuba County, CA"	"06115"	Suppressed	80160	Suppressed
	"Small Metro"	"4"	"Mesa County, CO"	"08077"	Suppressed	155603	Suppressed
	"Small Metro"	"4"	"Pueblo County, CO"	"08101"	17	169823	Unreliable
	"Small Metro"	"4"	"Kent County, DE"	"10001"	11	183643	Unreliable
	"Small Metro"	"4"	"Bay County, FL"	"12005"	Suppressed	171322	Suppressed
	"Small Metro"	"4"	"Charlotte County, FL"	"12015"	Suppressed	194711	Suppressed
	"Small Metro"	"4"	"Citrus County, FL"	"12017"	Suppressed	153010	Suppressed
	"Small Metro"	"4"	"Gulf County, FL"	"12045"	Suppressed	13534	Suppressed
	"Small Metro"	"4"	"Highlands County, FL"	"12055"	Suppressed	106639	Suppressed
	"Small Metro"	"4"	"Indian River County, FL"	"12061"	Suppressed	162518	Suppressed
	"Small Metro"	"4"	"Okaloosa County, FL"	"12091"	11	212820	Unreliable
	"Small Metro"	"4"	"Sumter County, FL"	"12119"	Suppressed	139018	Suppressed
	"Small Metro"	"4"	"Walton County, FL"	"12131"	0	76648	Unreliable
	"Small Metro"	"4"	"Baker County, GA"	"13007"	0	2971	Unreliable
	"Small Metro"	"4"	"Bibb County, GA"	"13021"	42	152737	27.5
	"Small Metro"	"4"	"Brantley County, GA"	"13025"	0	19202	Unreliable
	"Small Metro"	"4"	"Brooks County, GA"	"13027"	Suppressed	15357	Suppressed
	"Small Metro"	"4"	"Clarke County, GA"	"13059"	Suppressed	127795	Suppressed
	"Small Metro"	"4"	"Crawford County, GA"	"13079"	Suppressed	12231	Suppressed
	"Small Metro"	"4"	"Dougherty County, GA"	"13095"	21	86477	24.3
	"Small Metro"	"4"	"Echols County, GA"	"13101"	0	4002	Unreliable
	"Small Metro"	"4"	"Floyd County, GA"	"13115"	Suppressed	98604	Suppressed
	"Small Metro"	"4"	"Glynn County, GA"	"13127"	Suppressed	85568	Suppressed
	"Small Metro"	"4"	"Hall County, GA"	"13139"	Suppressed	206591	Suppressed
	"Small Metro"	"4"	"Houston County, GA"	"13153"	Suppressed	160110	Suppressed
	"Small Metro"	"4"	"Jones County, GA"	"13169"	Suppressed	28787	Suppressed
	"Small Metro"	"4"	"Lanier County, GA"	"13173"	0	10737	Unreliable
	"Small Metro"	"4"	"Lee County, GA"	"13177"	Suppressed	30234	Suppressed
	"Small Metro"	"4"	"Liberty County, GA"	"13179"	Suppressed	63004	Suppressed
	"Small Metro"	"4"	"Long County, GA"	"13183"	Suppressed	20171	Suppressed
	"Small Metro"	"4"	"Lowndes County, GA"	"13185"	11	118268	Unreliable
	"Small Metro"	"4"	"McIntosh County, GA"	"13191"	Suppressed	14387	Suppressed
	"Small Metro"	"4"	"Madison County, GA"	"13195"	0	30457	Unreliable
	"Small Metro"	"4"	"Monroe County, GA"	"13207"	Suppressed	28042	Suppressed
	"Small Metro"	"4"	"Murray County, GA"	"13213"	0	40032	Unreliable
	"Small Metro"	"4"	"Oconee County, GA"	"13219"	0	41124	Unreliable
	"Small Metro"	"4"	"Oglethorpe County, GA"	"13221"	Suppressed	15383	Suppressed
	"Small Metro"	"4"	"Peach County, GA"	"13225"	Suppressed	27950	Suppressed
	"Small Metro"	"4"	"Pulaski County, GA"	"13235"	0	11191	Unreliable
	"Small Metro"	"4"	"Terrell County, GA"	"13273"	0	8523	Unreliable
	"Small Metro"	"4"	"Twiggs County, GA"	"13289"	0	8103	Unreliable
	"Small Metro"	"4"	"Whitfield County, GA"	"13313"	Suppressed	103837	Suppressed
	"Small Metro"	"4"	"Worth County, GA"	"13321"	Suppressed	19972	Suppressed
	"Small Metro"	"4"	"Kalawao County, HI"	"15005"	0	87	Unreliable
	"Small Metro"	"4"	"Maui County, HI"	"15009"	Suppressed	167902	Suppressed
	"Small Metro"	"4"	"Bannock County, ID"	"16005"	Suppressed	88795	Suppressed
	"Small Metro"	"4"	"Bonneville County, ID"	"16019"	Suppressed	122134	Suppressed
	"Small Metro"	"4"	"Butte County, ID"	"16023"	0	2646	Unreliable
	"Small Metro"	"4"	"Franklin County, ID"	"16041"	0	14215	Unreliable
	"Small Metro"	"4"	"Jefferson County, ID"	"16051"	0	30581	Unreliable
	"Small Metro"	"4"	"Kootenai County, ID"	"16055"	Suppressed	170628	Suppressed
	"Small Metro"	"4"	"Nez Perce County, ID"	"16069"	Suppressed	40755	Suppressed
	"Small Metro"	"4"	"Alexander County, IL"	"17003"	Suppressed	5497	Suppressed
	"Small Metro"	"4"	"Champaign County, IL"	"17019"	14	209192	Unreliable
	"Small Metro"	"4"	"De Witt County, IL"	"17039"	0	15368	Unreliable
	"Small Metro"	"4"	"Ford County, IL"	"17053"	0	12949	Unreliable
	"Small Metro"	"4"	"Jackson County, IL"	"17077"	Suppressed	56675	Suppressed
	"Small Metro"	"4"	"Kankakee County, IL"	"17091"	Suppressed	108594	Suppressed
	"Small Metro"	"4"	"McLean County, IL"	"17113"	Suppressed	171256	Suppressed
	"Small Metro"	"4"	"Macon County, IL"	"17115"	11	103015	Unreliable
	"Small Metro"	"4"	"Menard County, IL"	"17129"	0	12068	Unreliable
	"Small Metro"	"4"	"Piatt County, IL"	"17147"	0	16355	Unreliable
	"Small Metro"	"4"	"Sangamon County, IL"	"17167"	12	193882	Unreliable
	"Small Metro"	"4"	"Vermilion County, IL"	"17183"	Suppressed	74855	Suppressed
	"Small Metro"	"4"	"Williamson County, IL"	"17199"	Suppressed	66415	Suppressed
	"Small Metro"	"4"	"Bartholomew County, IN"	"18005"	Suppressed	84447	Suppressed
	"Small Metro"	"4"	"Benton County, IN"	"18007"	0	8741	Unreliable
	"Small Metro"	"4"	"Carroll County, IN"	"18015"	Suppressed	20228	Suppressed
	"Small Metro"	"4"	"Clay County, IN"	"18021"	Suppressed	26246	Suppressed
	"Small Metro"	"4"	"Delaware County, IN"	"18035"	Suppressed	113454	Suppressed
	"Small Metro"	"4"	"Elkhart County, IN"	"18039"	12	206161	Unreliable
	"Small Metro"	"4"	"Howard County, IN"	"18067"	Suppressed	82732	Suppressed
	"Small Metro"	"4"	"La Porte County, IN"	"18091"	Suppressed	109663	Suppressed
	"Small Metro"	"4"	"Monroe County, IN"	"18105"	Suppressed	148219	Suppressed
	"Small Metro"	"4"	"Owen County, IN"	"18119"	Suppressed	20833	Suppressed
	"Small Metro"	"4"	"Sullivan County, IN"	"18153"	0	20578	Unreliable
	"Small Metro"	"4"	"Tippecanoe County, IN"	"18157"	Suppressed	196115	Suppressed
	"Small Metro"	"4"	"Vermillion County, IN"	"18165"	0	15329	Unreliable
	"Small Metro"	"4"	"Vigo County, IN"	"18167"	Suppressed	106608	Suppressed
	"Small Metro"	"4"	"Black Hawk County, IA"	"19013"	Suppressed	130786	Suppressed
	"Small Metro"	"4"	"Bremer County, IA"	"19017"	0	25311	Unreliable
	"Small Metro"	"4"	"Dubuque County, IA"	"19061"	Suppressed	97590	Suppressed
	"Small Metro"	"4"	"Grundy County, IA"	"19075"	0	12217	Unreliable
	"Small Metro"	"4"	"Johnson County, IA"	"19103"	Suppressed	153740	Suppressed
	"Small Metro"	"4"	"Plymouth County, IA"	"19149"	Suppressed	25219	Suppressed
	"Small Metro"	"4"	"Story County, IA"	"19169"	Suppressed	98237	Suppressed
	"Small Metro"	"4"	"Washington County, IA"	"19183"	Suppressed	21992	Suppressed
	"Small Metro"	"4"	"Woodbury County, IA"	"19193"	Suppressed	103138	Suppressed
	"Small Metro"	"4"	"Doniphan County, KS"	"20043"	0	7496	Unreliable
	"Small Metro"	"4"	"Douglas County, KS"	"20045"	0	122530	Unreliable
	"Small Metro"	"4"	"Jackson County, KS"	"20085"	0	13171	Unreliable
	"Small Metro"	"4"	"Jefferson County, KS"	"20087"	Suppressed	19032	Suppressed
	"Small Metro"	"4"	"Osage County, KS"	"20139"	Suppressed	15770	Suppressed
	"Small Metro"	"4"	"Pottawatomie County, KS"	"20149"	0	24722	Unreliable
	"Small Metro"	"4"	"Riley County, KS"	"20161"	Suppressed	73202	Suppressed
	"Small Metro"	"4"	"Shawnee County, KS"	"20177"	19	175999	Unreliable
	"Small Metro"	"4"	"Wabaunsee County, KS"	"20197"	0	6906	Unreliable
	"Small Metro"	"4"	"Allen County, KY"	"21003"	Suppressed	21303	Suppressed
	"Small Metro"	"4"	"Butler County, KY"	"21031"	0	12703	Unreliable
	"Small Metro"	"4"	"Daviess County, KY"	"21059"	Suppressed	101978	Suppressed
	"Small Metro"	"4"	"Edmonson County, KY"	"21061"	0	12235	Unreliable
	"Small Metro"	"4"	"Hancock County, KY"	"21091"	0	8742	Unreliable
	"Small Metro"	"4"	"Hardin County, KY"	"21093"	Suppressed	111309	Suppressed
	"Small Metro"	"4"	"Larue County, KY"	"21123"	0	14431	Unreliable
	"Small Metro"	"4"	"McLean County, KY"	"21149"	0	9075	Unreliable
	"Small Metro"	"4"	"Meade County, KY"	"21163"	0	28616	Unreliable
	"Small Metro"	"4"	"Warren County, KY"	"21227"	Suppressed	134510	Suppressed
	"Small Metro"	"4"	"Calcasieu Parish, LA"	"22019"	14	203310	Unreliable
	"Small Metro"	"4"	"Cameron Parish, LA"	"22023"	0	7003	Unreliable
	"Small Metro"	"4"	"Grant Parish, LA"	"22043"	Suppressed	22254	Suppressed
	"Small Metro"	"4"	"Lafourche Parish, LA"	"22057"	Suppressed	97596	Suppressed
	"Small Metro"	"4"	"Ouachita Parish, LA"	"22073"	27	152439	17.7
	"Small Metro"	"4"	"Rapides Parish, LA"	"22079"	17	128567	Unreliable
	"Small Metro"	"4"	"Tangipahoa Parish, LA"	"22105"	16	136765	Unreliable
	"Small Metro"	"4"	"Terrebonne Parish, LA"	"22109"	14	109859	Unreliable
	"Small Metro"	"4"	"Union Parish, LA"	"22111"	Suppressed	22170	Suppressed
	"Small Metro"	"4"	"Androscoggin County, ME"	"23001"	Suppressed	108547	Suppressed
	"Small Metro"	"4"	"Penobscot County, ME"	"23019"	Suppressed	151655	Suppressed
	"Small Metro"	"4"	"Allegany County, MD"	"24001"	Suppressed	70057	Suppressed
	"Small Metro"	"4"	"St. Mary's County, MD"	"24037"	Suppressed	114687	Suppressed
	"Small Metro"	"4"	"Barnstable County, MA"	"25001"	Suppressed	213164	Suppressed
	"Small Metro"	"4"	"Berkshire County, MA"	"25003"	Suppressed	124571	Suppressed
	"Small Metro"	"4"	"Bay County, MI"	"26017"	Suppressed	102387	Suppressed
	"Small Metro"	"4"	"Berrien County, MI"	"26021"	11	153025	Unreliable
	"Small Metro"	"4"	"Calhoun County, MI"	"26025"	Suppressed	133580	Suppressed
	"Small Metro"	"4"	"Jackson County, MI"	"26075"	12	156920	Unreliable
