"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Greene County, GA"	"13133"	0	17698	Unreliable
	"Gwinnett County, GA"	"13135"	35	927781	3.8
	"Habersham County, GA"	"13137"	Suppressed	45388	Suppressed
	"Hall County, GA"	"13139"	Suppressed	202148	Suppressed
	"Hancock County, GA"	"13141"	Suppressed	8348	Suppressed
	"Haralson County, GA"	"13143"	Suppressed	29533	Suppressed
	"Harris County, GA"	"13145"	0	34475	Unreliable
	"Hart County, GA"	"13147"	0	26099	Unreliable
	"Heard County, GA"	"13149"	0	11879	Unreliable
	"Henry County, GA"	"13151"	17	230220	Unreliable
	"Houston County, GA"	"13153"	Suppressed	155469	Suppressed
	"Irwin County, GA"	"13155"	0	9398	Unreliable
	"Jackson County, GA"	"13157"	Suppressed	70422	Suppressed
	"Jasper County, GA"	"13159"	0	14040	Unreliable
	"Jeff Davis County, GA"	"13161"	0	15029	Unreliable
	"Jefferson County, GA"	"13163"	Suppressed	15430	Suppressed
	"Jenkins County, GA"	"13165"	0	8683	Unreliable
	"Johnson County, GA"	"13167"	Suppressed	9708	Suppressed
	"Jones County, GA"	"13169"	0	28616	Unreliable
	"Lamar County, GA"	"13171"	0	19000	Unreliable
	"Lanier County, GA"	"13173"	0	10340	Unreliable
	"Laurens County, GA"	"13175"	Suppressed	47325	Suppressed
	"Lee County, GA"	"13177"	Suppressed	29764	Suppressed
	"Liberty County, GA"	"13179"	Suppressed	61497	Suppressed
	"Lincoln County, GA"	"13181"	0	7915	Unreliable
	"Long County, GA"	"13183"	0	18998	Unreliable
	"Lowndes County, GA"	"13185"	Suppressed	116321	Suppressed
	"Lumpkin County, GA"	"13187"	Suppressed	32955	Suppressed
	"McDuffie County, GA"	"13189"	Suppressed	21531	Suppressed
	"McIntosh County, GA"	"13191"	Suppressed	14340	Suppressed
	"Macon County, GA"	"13193"	Suppressed	13143	Suppressed
	"Madison County, GA"	"13195"	0	29650	Unreliable
	"Marion County, GA"	"13197"	Suppressed	8351	Suppressed
	"Meriwether County, GA"	"13199"	Suppressed	21068	Suppressed
	"Miller County, GA"	"13201"	0	5686	Unreliable
	"Mitchell County, GA"	"13205"	Suppressed	22192	Suppressed
	"Monroe County, GA"	"13207"	Suppressed	27520	Suppressed
	"Montgomery County, GA"	"13209"	0	9193	Unreliable
	"Morgan County, GA"	"13211"	0	18853	Unreliable
	"Murray County, GA"	"13213"	0	39921	Unreliable
	"Muscogee County, GA"	"13215"	31	194160	16.0
	"Newton County, GA"	"13217"	Suppressed	109541	Suppressed
	"Oconee County, GA"	"13219"	0	39272	Unreliable
	"Oglethorpe County, GA"	"13221"	0	15054	Unreliable
	"Paulding County, GA"	"13223"	Suppressed	164044	Suppressed
	"Peach County, GA"	"13225"	0	27297	Unreliable
	"Pickens County, GA"	"13227"	0	31980	Unreliable
	"Pierce County, GA"	"13229"	Suppressed	19389	Suppressed
	"Pike County, GA"	"13231"	0	18634	Unreliable
	"Polk County, GA"	"13233"	Suppressed	42470	Suppressed
	"Pulaski County, GA"	"13235"	Suppressed	11069	Suppressed
	"Putnam County, GA"	"13237"	0	21809	Unreliable
	"Quitman County, GA"	"13239"	0	2279	Unreliable
	"Rabun County, GA"	"13241"	0	16867	Unreliable
	"Randolph County, GA"	"13243"	0	6833	Unreliable
	"Richmond County, GA"	"13245"	24	201554	11.9
	"Rockdale County, GA"	"13247"	Suppressed	90594	Suppressed
	"Schley County, GA"	"13249"	Suppressed	5236	Suppressed
	"Screven County, GA"	"13251"	Suppressed	13938	Suppressed
	"Seminole County, GA"	"13253"	Suppressed	8315	Suppressed
	"Spalding County, GA"	"13255"	Suppressed	66100	Suppressed
	"Stephens County, GA"	"13257"	Suppressed	26035	Suppressed
	"Stewart County, GA"	"13259"	0	6199	Unreliable
	"Sumter County, GA"	"13261"	Suppressed	29733	Suppressed
	"Talbot County, GA"	"13263"	0	6272	Unreliable
	"Taliaferro County, GA"	"13265"	0	1608	Unreliable
	"Tattnall County, GA"	"13267"	Suppressed	25391	Suppressed
	"Taylor County, GA"	"13269"	0	8039	Unreliable
	"Telfair County, GA"	"13271"	0	15876	Unreliable
	"Terrell County, GA"	"13273"	Suppressed	8611	Suppressed
	"Thomas County, GA"	"13275"	Suppressed	44448	Suppressed
	"Tift County, GA"	"13277"	Suppressed	40571	Suppressed
	"Toombs County, GA"	"13279"	Suppressed	26887	Suppressed
	"Towns County, GA"	"13281"	0	11852	Unreliable
	"Treutlen County, GA"	"13283"	0	6809	Unreliable
	"Troup County, GA"	"13285"	Suppressed	70034	Suppressed
	"Turner County, GA"	"13287"	Suppressed	7912	Suppressed
	"Twiggs County, GA"	"13289"	0	8188	Unreliable
	"Union County, GA"	"13291"	Suppressed	24001	Suppressed
	"Upson County, GA"	"13293"	0	26215	Unreliable
	"Walker County, GA"	"13295"	Suppressed	69410	Suppressed
	"Walton County, GA"	"13297"	Suppressed	93503	Suppressed
	"Ware County, GA"	"13299"	Suppressed	35680	Suppressed
	"Warren County, GA"	"13301"	0	5251	Unreliable
	"Washington County, GA"	"13303"	Suppressed	20386	Suppressed
	"Wayne County, GA"	"13305"	Suppressed	29808	Suppressed
	"Webster County, GA"	"13307"	0	2611	Unreliable
	"Wheeler County, GA"	"13309"	0	7879	Unreliable
	"White County, GA"	"13311"	Suppressed	29970	Suppressed
	"Whitfield County, GA"	"13313"	Suppressed	104062	Suppressed
	"Wilcox County, GA"	"13315"	0	8812	Unreliable
	"Wilkes County, GA"	"13317"	0	9876	Unreliable
	"Wilkinson County, GA"	"13319"	0	9036	Unreliable
	"Worth County, GA"	"13321"	0	20299	Unreliable
	"Hawaii County, HI"	"15001"	Suppressed	200983	Suppressed
	"Honolulu County, HI"	"15003"	10	980080	Unreliable
	"Kalawao County, HI"	"15005"	0	88	Unreliable
	"Kauai County, HI"	"15007"	Suppressed	72133	Suppressed
	"Maui County, HI"	"15009"	Suppressed	167207	Suppressed
	"Ada County, ID"	"16001"	Suppressed	469966	Suppressed
	"Adams County, ID"	"16003"	0	4250	Unreliable
	"Bannock County, ID"	"16005"	0	87138	Unreliable
	"Bear Lake County, ID"	"16007"	0	6050	Unreliable
	"Benewah County, ID"	"16009"	0	9226	Unreliable
	"Bingham County, ID"	"16011"	Suppressed	46236	Suppressed
	"Blaine County, ID"	"16013"	0	22601	Unreliable
	"Boise County, ID"	"16015"	0	7634	Unreliable
	"Bonner County, ID"	"16017"	Suppressed	44727	Suppressed
	"Bonneville County, ID"	"16019"	Suppressed	116854	Suppressed
	"Boundary County, ID"	"16021"	0	11948	Unreliable
	"Butte County, ID"	"16023"	0	2611	Unreliable
	"Camas County, ID"	"16025"	0	1127	Unreliable
	"Canyon County, ID"	"16027"	Suppressed	223499	Suppressed
	"Caribou County, ID"	"16029"	0	7060	Unreliable
	"Cassia County, ID"	"16031"	0	23864	Unreliable
	"Clark County, ID"	"16033"	0	852	Unreliable
	"Clearwater County, ID"	"16035"	0	8758	Unreliable
	"Custer County, ID"	"16037"	Suppressed	4280	Suppressed
	"Elmore County, ID"	"16039"	0	27259	Unreliable
	"Franklin County, ID"	"16041"	0	13726	Unreliable
	"Fremont County, ID"	"16043"	0	13168	Unreliable
	"Gem County, ID"	"16045"	0	17634	Unreliable
	"Gooding County, ID"	"16047"	Suppressed	15196	Suppressed
	"Idaho County, ID"	"16049"	0	16513	Unreliable
	"Jefferson County, ID"	"16051"	0	29439	Unreliable
	"Jerome County, ID"	"16053"	Suppressed	24015	Suppressed
	"Kootenai County, ID"	"16055"	Suppressed	161505	Suppressed
	"Latah County, ID"	"16057"	0	40134	Unreliable
	"Lemhi County, ID"	"16059"	0	7961	Unreliable
	"Lewis County, ID"	"16061"	0	3861	Unreliable
	"Lincoln County, ID"	"16063"	Suppressed	5360	Suppressed
	"Madison County, ID"	"16065"	Suppressed	39304	Suppressed
	"Minidoka County, ID"	"16067"	Suppressed	20825	Suppressed
	"Nez Perce County, ID"	"16069"	0	40408	Unreliable
	"Oneida County, ID"	"16071"	0	4488	Unreliable
	"Owyhee County, ID"	"16073"	0	11693	Unreliable
	"Payette County, ID"	"16075"	Suppressed	23551	Suppressed
	"Power County, ID"	"16077"	0	7768	Unreliable
	"Shoshone County, ID"	"16079"	0	12796	Unreliable
	"Teton County, ID"	"16081"	0	11640	Unreliable
	"Twin Falls County, ID"	"16083"	Suppressed	86081	Suppressed
	"Valley County, ID"	"16085"	0	11041	Unreliable
	"Washington County, ID"	"16087"	0	10161	Unreliable
	"Adams County, IL"	"17001"	Suppressed	65691	Suppressed
	"Alexander County, IL"	"17003"	Suppressed	6060	Suppressed
	"Bond County, IL"	"17005"	0	16630	Unreliable
	"Boone County, IL"	"17007"	Suppressed	53577	Suppressed
	"Brown County, IL"	"17009"	0	6556	Unreliable
	"Bureau County, IL"	"17011"	0	32993	Unreliable
	"Calhoun County, IL"	"17013"	0	4802	Unreliable
	"Carroll County, IL"	"17015"	0	14312	Unreliable
	"Cass County, IL"	"17017"	0	12260	Unreliable
	"Champaign County, IL"	"17019"	Suppressed	209983	Suppressed
	"Christian County, IL"	"17021"	0	32661	Unreliable
	"Clark County, IL"	"17023"	0	15596	Unreliable
	"Clay County, IL"	"17025"	Suppressed	13253	Suppressed
	"Clinton County, IL"	"17027"	0	37639	Unreliable
	"Coles County, IL"	"17029"	0	50885	Unreliable
	"Cook County, IL"	"17031"	564	5180493	10.9
	"Crawford County, IL"	"17033"	Suppressed	18807	Suppressed
	"Cumberland County, IL"	"17035"	0	10808	Unreliable
	"DeKalb County, IL"	"17037"	Suppressed	104143	Suppressed
	"De Witt County, IL"	"17039"	0	15769	Unreliable
	"Douglas County, IL"	"17041"	0	19479	Unreliable
	"DuPage County, IL"	"17043"	12	928589	Unreliable
	"Edgar County, IL"	"17045"	0	17360	Unreliable
	"Edwards County, IL"	"17047"	0	6392	Unreliable
	"Effingham County, IL"	"17049"	0	34208	Unreliable
	"Fayette County, IL"	"17051"	0	21416	Unreliable
	"Ford County, IL"	"17053"	0	13264	Unreliable
	"Franklin County, IL"	"17055"	Suppressed	38701	Suppressed
	"Fulton County, IL"	"17057"	Suppressed	34844	Suppressed
	"Gallatin County, IL"	"17059"	0	5058	Unreliable
	"Greene County, IL"	"17061"	0	13044	Unreliable
	"Grundy County, IL"	"17063"	0	50972	Unreliable
	"Hamilton County, IL"	"17065"	0	8163	Unreliable
	"Hancock County, IL"	"17067"	Suppressed	17844	Suppressed
	"Hardin County, IL"	"17069"	0	3910	Unreliable
	"Henderson County, IL"	"17071"	0	6709	Unreliable
	"Henry County, IL"	"17073"	Suppressed	49090	Suppressed
	"Iroquois County, IL"	"17075"	0	27604	Unreliable
	"Jackson County, IL"	"17077"	Suppressed	57419	Suppressed
	"Jasper County, IL"	"17079"	0	9611	Unreliable
	"Jefferson County, IL"	"17081"	Suppressed	37820	Suppressed
	"Jersey County, IL"	"17083"	0	21847	Unreliable
	"Jo Daviess County, IL"	"17085"	0	21366	Unreliable
	"Johnson County, IL"	"17087"	0	12456	Unreliable
	"Kane County, IL"	"17089"	Suppressed	534216	Suppressed
	"Kankakee County, IL"	"17091"	Suppressed	110024	Suppressed
	"Kendall County, IL"	"17093"	Suppressed	127915	Suppressed
	"Knox County, IL"	"17095"	Suppressed	50112	Suppressed
	"Lake County, IL"	"17097"	15	700832	Unreliable
	"LaSalle County, IL"	"17099"	Suppressed	109430	Suppressed
	"Lawrence County, IL"	"17101"	0	15765	Unreliable
	"Lee County, IL"	"17103"	0	34223	Unreliable
	"Livingston County, IL"	"17105"	0	35761	Unreliable
	"Logan County, IL"	"17107"	0	28925	Unreliable
	"McDonough County, IL"	"17109"	Suppressed	29955	Suppressed
	"McHenry County, IL"	"17111"	Suppressed	308570	Suppressed
	"McLean County, IL"	"17113"	Suppressed	172828	Suppressed
	"Macon County, IL"	"17115"	Suppressed	104712	Suppressed
	"Macoupin County, IL"	"17117"	Suppressed	45313	Suppressed
	"Madison County, IL"	"17119"	13	264461	Unreliable
	"Marion County, IL"	"17121"	Suppressed	37620	Suppressed
	"Marshall County, IL"	"17123"	0	11534	Unreliable
	"Mason County, IL"	"17125"	0	13565	Unreliable
	"Massac County, IL"	"17127"	0	14080	Unreliable
	"Menard County, IL"	"17129"	0	12288	Unreliable
	"Mercer County, IL"	"17131"	0	15601	Unreliable
	"Monroe County, IL"	"17133"	0	34335	Unreliable
	"Montgomery County, IL"	"17135"	0	28601	Unreliable
	"Morgan County, IL"	"17137"	0	33976	Unreliable
	"Moultrie County, IL"	"17139"	0	14717	Unreliable
	"Ogle County, IL"	"17141"	0	50923	Unreliable
	"Peoria County, IL"	"17143"	17	180621	Unreliable
	"Perry County, IL"	"17145"	0	21174	Unreliable
	"Piatt County, IL"	"17147"	Suppressed	16396	Suppressed
	"Pike County, IL"	"17149"	0	15611	Unreliable
	"Pope County, IL"	"17151"	0	4212	Unreliable
	"Pulaski County, IL"	"17153"	Suppressed	5463	Suppressed
	"Putnam County, IL"	"17155"	0	5740	Unreliable
	"Randolph County, IL"	"17157"	Suppressed	32106	Suppressed
	"Richland County, IL"	"17159"	0	15763	Unreliable
	"Rock Island County, IL"	"17161"	Suppressed	143477	Suppressed
	"St. Clair County, IL"	"17163"	33	261059	12.6
	"Saline County, IL"	"17165"	0	23906	Unreliable
	"Sangamon County, IL"	"17167"	Suppressed	195348	Suppressed
	"Schuyler County, IL"	"17169"	0	6907	Unreliable
	"Scott County, IL"	"17171"	0	4926	Unreliable
	"Shelby County, IL"	"17173"	0	21741	Unreliable
	"Stark County, IL"	"17175"	0	5427	Unreliable
	"Stephenson County, IL"	"17177"	0	44753	Unreliable
	"Tazewell County, IL"	"17179"	0	132328	Unreliable
	"Union County, IL"	"17181"	0	16841	Unreliable
	"Vermilion County, IL"	"17183"	14	76806	Unreliable
	"Wabash County, IL"	"17185"	0	11549	Unreliable
	"Warren County, IL"	"17187"	0	17032	Unreliable
	"Washington County, IL"	"17189"	0	13995	Unreliable
	"Wayne County, IL"	"17191"	0	16332	Unreliable
	"White County, IL"	"17193"	0	13665	Unreliable
	"Whiteside County, IL"	"17195"	0	55626	Unreliable
	"Will County, IL"	"17197"	16	692310	Unreliable
	"Williamson County, IL"	"17199"	0	67056	Unreliable
	"Winnebago County, IL"	"17201"	25	284081	8.8
	"Woodford County, IL"	"17203"	0	38463	Unreliable
	"Adams County, IN"	"18001"	0	35636	Unreliable
	"Allen County, IN"	"18003"	32	375351	8.5
	"Bartholomew County, IN"	"18005"	0	82753	Unreliable
	"Benton County, IN"	"18007"	0	8653	Unreliable
	"Blackford County, IN"	"18009"	0	11930	Unreliable
	"Boone County, IN"	"18011"	Suppressed	66999	Suppressed
	"Brown County, IN"	"18013"	Suppressed	15234	Suppressed
	"Carroll County, IN"	"18015"	0	20127	Unreliable
	"Cass County, IN"	"18017"	Suppressed	37955	Suppressed
	"Clark County, IN"	"18019"	Suppressed	117360	Suppressed
	"Clay County, IN"	"18021"	0	26170	Unreliable
	"Clinton County, IN"	"18023"	0	32250	Unreliable
	"Crawford County, IN"	"18025"	0	10558	Unreliable
	"Daviess County, IN"	"18027"	0	33147	Unreliable
	"Dearborn County, IN"	"18029"	0	49568	Unreliable
	"Decatur County, IN"	"18031"	0	26794	Unreliable
	"De Kalb County, IN"	"18033"	0	43226	Unreliable
	"Delaware County, IN"	"18035"	Suppressed	114772	Suppressed
	"Dubois County, IN"	"18037"	0	42565	Unreliable
	"Elkhart County, IN"	"18039"	Suppressed	205560	Suppressed
	"Fayette County, IN"	"18041"	Suppressed	23047	Suppressed
	"Floyd County, IN"	"18043"	Suppressed	77781	Suppressed
	"Fountain County, IN"	"18045"	Suppressed	16351	Suppressed
	"Franklin County, IN"	"18047"	0	22736	Unreliable
	"Fulton County, IN"	"18049"	0	20092	Unreliable
	"Gibson County, IN"	"18051"	Suppressed	33452	Suppressed
	"Grant County, IN"	"18053"	Suppressed	65936	Suppressed
	"Greene County, IN"	"18055"	Suppressed	32006	Suppressed
	"Hamilton County, IN"	"18057"	Suppressed	330086	Suppressed
	"Hancock County, IN"	"18059"	Suppressed	76351	Suppressed
	"Harrison County, IN"	"18061"	0	40350	Unreliable
	"Hendricks County, IN"	"18063"	Suppressed	167009	Suppressed
	"Henry County, IN"	"18065"	Suppressed	48271	Suppressed
	"Howard County, IN"	"18067"	Suppressed	82366	Suppressed
	"Huntington County, IN"	"18069"	0	36240	Unreliable
	"Jackson County, IN"	"18071"	Suppressed	44111	Suppressed
	"Jasper County, IN"	"18073"	0	33370	Unreliable
	"Jay County, IN"	"18075"	0	20764	Unreliable
	"Jefferson County, IN"	"18077"	0	32208	Unreliable
	"Jennings County, IN"	"18079"	0	27611	Unreliable
	"Johnson County, IN"	"18081"	Suppressed	156225	Suppressed
	"Knox County, IN"	"18083"	Suppressed	36895	Suppressed
	"Kosciusko County, IN"	"18085"	0	79344	Unreliable
	"Lagrange County, IN"	"18087"	Suppressed	39330	Suppressed
	"Lake County, IN"	"18089"	64	484411	13.2
	"La Porte County, IN"	"18091"	Suppressed	110007	Suppressed
	"Lawrence County, IN"	"18093"	0	45668	Unreliable
	"Madison County, IN"	"18095"	Suppressed	129641	Suppressed
	"Marion County, IN"	"18097"	146	954670	15.3
	"Marshall County, IN"	"18099"	0	46248	Unreliable
	"Martin County, IN"	"18101"	0	10217	Unreliable
	"Miami County, IN"	"18103"	0	35567	Unreliable
	"Monroe County, IN"	"18105"	Suppressed	146917	Suppressed
	"Montgomery County, IN"	"18107"	Suppressed	38346	Suppressed
	"Morgan County, IN"	"18109"	Suppressed	70116	Suppressed
	"Newton County, IN"	"18111"	0	14011	Unreliable
	"Noble County, IN"	"18113"	Suppressed	47532	Suppressed
	"Ohio County, IN"	"18115"	0	5844	Unreliable
	"Orange County, IN"	"18117"	0	19489	Unreliable
	"Owen County, IN"	"18119"	Suppressed	20845	Suppressed
	"Parke County, IN"	"18121"	0	16927	Unreliable
	"Perry County, IN"	"18123"	0	19102	Unreliable
	"Pike County, IN"	"18125"	Suppressed	12410	Suppressed
	"Porter County, IN"	"18127"	Suppressed	169594	Suppressed
	"Posey County, IN"	"18129"	Suppressed	25540	Suppressed
	"Pulaski County, IN"	"18131"	Suppressed	12469	Suppressed
	"Putnam County, IN"	"18133"	0	37779	Unreliable
	"Randolph County, IN"	"18135"	0	24851	Unreliable
	"Ripley County, IN"	"18137"	0	28523	Unreliable
	"Rush County, IN"	"18139"	0	16663	Unreliable
	"St. Joseph County, IN"	"18141"	16	270771	Unreliable
	"Scott County, IN"	"18143"	0	23878	Unreliable
	"Shelby County, IN"	"18145"	Suppressed	44593	Suppressed
	"Spencer County, IN"	"18147"	0	20327	Unreliable
	"Starke County, IN"	"18149"	0	22935	Unreliable
	"Steuben County, IN"	"18151"	0	34586	Unreliable
	"Sullivan County, IN"	"18153"	Suppressed	20690	Suppressed
	"Switzerland County, IN"	"18155"	Suppressed	10717	Suppressed
	"Tippecanoe County, IN"	"18157"	Suppressed	193048	Suppressed
	"Tipton County, IN"	"18159"	0	15128	Unreliable
	"Union County, IN"	"18161"	0	7037	Unreliable
	"Vanderburgh County, IN"	"18163"	14	180974	Unreliable
	"Vermillion County, IN"	"18165"	0	15479	Unreliable
	"Vigo County, IN"	"18167"	Suppressed	107386	Suppressed
	"Wabash County, IN"	"18169"	Suppressed	31280	Suppressed
	"Warren County, IN"	"18171"	0	8263	Unreliable
	"Warrick County, IN"	"18173"	Suppressed	62567	Suppressed
	"Washington County, IN"	"18175"	Suppressed	27943	Suppressed
	"Wayne County, IN"	"18177"	Suppressed	65936	Suppressed
	"Wells County, IN"	"18179"	0	28206	Unreliable
	"White County, IN"	"18181"	0	24133	Unreliable
	"Whitley County, IN"	"18183"	0	34074	Unreliable
	"Adair County, IA"	"19001"	0	7063	Unreliable
	"Adams County, IA"	"19003"	0	3645	Unreliable
	"Allamakee County, IA"	"19005"	Suppressed	13832	Suppressed
	"Appanoose County, IA"	"19007"	0	12437	Unreliable
	"Audubon County, IA"	"19009"	0	5506	Unreliable
	"Benton County, IA"	"19011"	0	25642	Unreliable
	"Black Hawk County, IA"	"19013"	Suppressed	132408	Suppressed
	"Boone County, IA"	"19015"	Suppressed	26346	Suppressed
	"Bremer County, IA"	"19017"	0	24947	Unreliable
	"Buchanan County, IA"	"19019"	0	21199	Unreliable
	"Buena Vista County, IA"	"19021"	0	19874	Unreliable
	"Butler County, IA"	"19023"	0	14539	Unreliable
	"Calhoun County, IA"	"19025"	0	9699	Unreliable
	"Carroll County, IA"	"19027"	Suppressed	20154	Suppressed
	"Cass County, IA"	"19029"	0	12930	Unreliable
	"Cedar County, IA"	"19031"	0	18627	Unreliable
	"Cerro Gordo County, IA"	"19033"	0	42647	Unreliable
	"Cherokee County, IA"	"19035"	0	11321	Unreliable
	"Chickasaw County, IA"	"19037"	0	11964	Unreliable
	"Clarke County, IA"	"19039"	0	9423	Unreliable
	"Clay County, IA"	"19041"	0	16134	Unreliable
	"Clayton County, IA"	"19043"	0	17556	Unreliable
	"Clinton County, IA"	"19045"	0	46518	Unreliable
	"Crawford County, IA"	"19047"	0	17158	Unreliable
	"Dallas County, IA"	"19049"	0	90180	Unreliable
	"Davis County, IA"	"19051"	Suppressed	9017	Suppressed
	"Decatur County, IA"	"19053"	0	7890	Unreliable
	"Delaware County, IA"	"19055"	0	17069	Unreliable
	"Des Moines County, IA"	"19057"	Suppressed	39138	Suppressed
	"Dickinson County, IA"	"19059"	0	17153	Unreliable
	"Dubuque County, IA"	"19061"	0	96854	Unreliable
	"Emmet County, IA"	"19063"	0	9253	Unreliable
	"Fayette County, IA"	"19065"	0	19660	Unreliable
	"Floyd County, IA"	"19067"	0	15761	Unreliable
	"Franklin County, IA"	"19069"	0	10124	Unreliable
	"Fremont County, IA"	"19071"	0	6993	Unreliable
	"Greene County, IA"	"19073"	0	8981	Unreliable
	"Grundy County, IA"	"19075"	0	12304	Unreliable
	"Guthrie County, IA"	"19077"	0	10720	Unreliable
	"Hamilton County, IA"	"19079"	0	14952	Unreliable
	"Hancock County, IA"	"19081"	0	10712	Unreliable
	"Hardin County, IA"	"19083"	0	16868	Unreliable
	"Harrison County, IA"	"19085"	0	14134	Unreliable
	"Henry County, IA"	"19087"	0	20067	Unreliable
	"Howard County, IA"	"19089"	0	9187	Unreliable
	"Humboldt County, IA"	"19091"	0	9547	Unreliable
	"Ida County, IA"	"19093"	0	6841	Unreliable
	"Iowa County, IA"	"19095"	0	16141	Unreliable
	"Jackson County, IA"	"19097"	0	19432	Unreliable
	"Jasper County, IA"	"19099"	Suppressed	37147	Suppressed
	"Jefferson County, IA"	"19101"	Suppressed	18381	Suppressed
	"Johnson County, IA"	"19103"	Suppressed	151260	Suppressed
	"Jones County, IA"	"19105"	0	20744	Unreliable
	"Keokuk County, IA"	"19107"	0	10225	Unreliable
	"Kossuth County, IA"	"19109"	Suppressed	14908	Suppressed
	"Lee County, IA"	"19111"	0	34055	Unreliable
	"Linn County, IA"	"19113"	Suppressed	225909	Suppressed
	"Louisa County, IA"	"19115"	0	11169	Unreliable
	"Lucas County, IA"	"19117"	Suppressed	8645	Suppressed
	"Lyon County, IA"	"19119"	0	11811	Unreliable
	"Madison County, IA"	"19121"	0	16249	Unreliable
	"Mahaska County, IA"	"19123"	Suppressed	22000	Suppressed
	"Marion County, IA"	"19125"	0	33407	Unreliable
	"Marshall County, IA"	"19127"	0	39981	Unreliable
	"Mills County, IA"	"19129"	0	15063	Unreliable
	"Mitchell County, IA"	"19131"	0	10569	Unreliable
	"Monona County, IA"	"19133"	0	8679	Unreliable
	"Monroe County, IA"	"19135"	0	7790	Unreliable
	"Montgomery County, IA"	"19137"	0	10003	Unreliable
	"Muscatine County, IA"	"19139"	Suppressed	42929	Suppressed
	"O'Brien County, IA"	"19141"	0	13840	Unreliable
	"Osceola County, IA"	"19143"	0	6040	Unreliable
	"Page County, IA"	"19145"	0	15249	Unreliable
	"Palo Alto County, IA"	"19147"	0	8929	Unreliable
	"Plymouth County, IA"	"19149"	0	25095	Unreliable
	"Pocahontas County, IA"	"19151"	0	6740	Unreliable
	"Polk County, IA"	"19153"	Suppressed	487204	Suppressed
	"Pottawattamie County, IA"	"19155"	Suppressed	93533	Suppressed
	"Poweshiek County, IA"	"19157"	0	18699	Unreliable
	"Ringgold County, IA"	"19159"	0	4968	Unreliable
	"Sac County, IA"	"19161"	0	9719	Unreliable
	"Scott County, IA"	"19163"	Suppressed	173283	Suppressed
	"Shelby County, IA"	"19165"	0	11578	Unreliable
	"Sioux County, IA"	"19167"	0	34909	Unreliable
	"Story County, IA"	"19169"	0	98105	Unreliable
	"Tama County, IA"	"19171"	0	16904	Unreliable
	"Taylor County, IA"	"19173"	0	6191	Unreliable
	"Union County, IA"	"19175"	Suppressed	12359	Suppressed
	"Van Buren County, IA"	"19177"	0	7020	Unreliable
	"Wapello County, IA"	"19179"	0	35205	Unreliable
	"Warren County, IA"	"19181"	0	51056	Unreliable
	"Washington County, IA"	"19183"	0	22141	Unreliable
	"Wayne County, IA"	"19185"	0	6401	Unreliable
	"Webster County, IA"	"19187"	Suppressed	36277	Suppressed
	"Winnebago County, IA"	"19189"	0	10518	Unreliable
	"Winneshiek County, IA"	"19191"	Suppressed	20029	Suppressed
	"Woodbury County, IA"	"19193"	Suppressed	102539	Suppressed
	"Worth County, IA"	"19195"	0	7453	Unreliable
	"Wright County, IA"	"19197"	0	12690	Unreliable
	"Allen County, KS"	"20001"	Suppressed	12444	Suppressed
	"Anderson County, KS"	"20003"	0	7878	Unreliable
	"Atchison County, KS"	"20005"	0	16193	Unreliable
	"Barber County, KS"	"20007"	0	4472	Unreliable
	"Barton County, KS"	"20009"	Suppressed	26111	Suppressed
	"Bourbon County, KS"	"20011"	0	14653	Unreliable
	"Brown County, KS"	"20013"	0	9598	Unreliable
	"Butler County, KS"	"20015"	Suppressed	66765	Suppressed
	"Chase County, KS"	"20017"	0	2629	Unreliable
	"Chautauqua County, KS"	"20019"	0	3309	Unreliable
	"Cherokee County, KS"	"20021"	0	20015	Unreliable
	"Cheyenne County, KS"	"20023"	0	2660	Unreliable
	"Clark County, KS"	"20025"	0	2005	Unreliable
	"Clay County, KS"	"20027"	0	7997	Unreliable
	"Cloud County, KS"	"20029"	0	8729	Unreliable
	"Coffey County, KS"	"20031"	0	8233	Unreliable
	"Comanche County, KS"	"20033"	0	1748	Unreliable
	"Cowley County, KS"	"20035"	0	35218	Unreliable
	"Crawford County, KS"	"20037"	Suppressed	39019	Suppressed
	"Decatur County, KS"	"20039"	0	2871	Unreliable
	"Dickinson County, KS"	"20041"	0	18717	Unreliable
	"Doniphan County, KS"	"20043"	Suppressed	7682	Suppressed
	"Douglas County, KS"	"20045"	Suppressed	121436	Suppressed
	"Edwards County, KS"	"20047"	0	2849	Unreliable
	"Elk County, KS"	"20049"	Suppressed	2508	Suppressed
	"Ellis County, KS"	"20051"	0	28710	Unreliable
	"Ellsworth County, KS"	"20053"	0	6196	Unreliable
	"Finney County, KS"	"20055"	Suppressed	36611	Suppressed
	"Ford County, KS"	"20057"	Suppressed	33888	Suppressed
	"Franklin County, KS"	"20059"	0	25631	Unreliable
	"Geary County, KS"	"20061"	Suppressed	32594	Suppressed
	"Gove County, KS"	"20063"	0	2612	Unreliable
	"Graham County, KS"	"20065"	Suppressed	2492	Suppressed
	"Grant County, KS"	"20067"	0	7336	Unreliable
	"Gray County, KS"	"20069"	0	6033	Unreliable
	"Greeley County, KS"	"20071"	0	1227	Unreliable
	"Greenwood County, KS"	"20073"	0	6055	Unreliable
	"Hamilton County, KS"	"20075"	0	2607	Unreliable
	"Harper County, KS"	"20077"	0	5506	Unreliable
	"Harvey County, KS"	"20079"	0	34210	Unreliable
